occurred_at,ends_at,all_day,type,name,company,venue_name,city,country,latitude,longitude,url,description,timezone,meta
2015-02-19 00:00:00,2015-02-22 00:00:00,1,convention,Blackpool Magic Convention,,Winter Gardens,Blackpool,United Kingdom,53.816654,-3.051653,https://www.blackpoolmagicconvention.com/,Went with dad.,Europe/London,"{""place_id"": ""ChIJxa3ldnBEe0gRicxwQYAABuQ"", ""formatted_address"": ""Winter Gardens, 97 Church St, Blackpool FY1 1HL, UK""}"
2015-08-04 18:30:00,2015-08-04 21:00:00,0,magic,Impossible,,Noel Coward Theatre,London,United Kingdom,51.511145,-0.127226,,Went with dad.,Europe/London,"{""place_id"": ""ChIJ85vnMskEdkgR884XxFXpoHc"", ""formatted_address"": ""Noel Coward Theatre, 85-88 St Martin's Ln, London WC2N 4AU, UK""}"
2015-08-11 18:30:00,2015-08-11 21:00:00,0,theatre,The Curious Incident of the Dog in the Night-Time,National Theatre,Gielgud Theatre,London,United Kingdom,51.511789,-0.132825,,,Europe/London,"{""place_id"": ""ChIJKxUhU9IEdkgRPRBMg6NaPUM"", ""formatted_address"": ""Gielgud Theatre, Shaftesbury Ave, London W1D 6AR, UK""}"
2015-08-25 16:30:00,2015-08-25 17:30:00,0,dance,Lord of the Dance: Dangerous Games,Michael Flatley,Dominion Theatre,London,United Kingdom,51.516681,-0.129860,,,Europe/London,"{""place_id"": ""ChIJJ7VUaS0bdkgRRxOOSvN_HaE"", ""formatted_address"": ""Dominion Theatre, 268-269 Tottenham Ct Rd, London W1T 7AQ, UK""}"
2015-11-07 20:00:00,2015-11-07 22:30:00,0,magic,Dynamo: Seeing Is Believing,Dynamo,Eventim Apollo,London,United Kingdom,51.490993,-0.224610,,Went with dad and Hugh.,Europe/London,"{""place_id"": ""ChIJc1Z5dbcPdkgRlKJ-iPJzK_Q"", ""formatted_address"": ""Eventim Apollo, 45 Queen Caroline St, London W6 9QH, UK""}"
2015-11-10 19:30:00,2015-11-10 22:30:00,0,musical,Elf the Musical,,Dominion Theatre,London,United Kingdom,51.516681,-0.129860,,Went with David Apps.,Europe/London,"{""place_id"": ""ChIJJ7VUaS0bdkgRRxOOSvN_HaE"", ""formatted_address"": ""Dominion Theatre, 268-269 Tottenham Ct Rd, London W1T 7AQ, UK""}"
2015-12-30 11:00:00,2015-12-30 13:00:00,0,magic,The Illusionists,,Shaftesbury Theatre,London,United Kingdom,51.516072,-0.125930,,Went with dad.,Europe/London,"{""place_id"": ""ChIJP9s7JzMbdkgRUqiioDkVnzI"", ""formatted_address"": ""Shaftesbury Theatre, 210 Shaftesbury Ave, London WC2H 8DP, UK""}"
2016-01-07 19:30:00,2016-01-07 22:00:00,0,magic,Derren Brown: Miracle,Derren Brown,Palace Theatre,London,United Kingdom,51.513187,-0.129454,https://derrenbrown.co.uk/shows/miracle/,,Europe/London,"{""place_id"": ""ChIJYxVJmtIEdkgRSFNK6hLhPvQ"", ""formatted_address"": ""Palace Theatre, 113 Shaftesbury Ave, London W1D 5AY, UK""}"
2016-10-25 15:45:00,2016-10-25 16:45:00,0,immersive,Escape Rooms: Pharaoh's Chamber,,Escape Rooms (London Bridge),London,United Kingdom,51.503811,-0.081515,,,Europe/London,"{""place_id"": ""ChIJ6Q9dTUUDdkgRXicLCr5yUrw"", ""formatted_address"": ""Escape Rooms (London Bridge), Rear of, 134 Tooley St, London SE1 2TU, UK""}"
2018-03-29 18:30:00,2018-03-29 21:30:00,0,circus,Cirque Berserk!,Cirque Berserk!,Churchill Theatre,Bromley,United Kingdom,51.403528,0.014392,https://www.cirqueberserk.co.uk/,"Went with mum, Tinks, Sarah and Lyn.",Europe/London,"{""place_id"": ""ChIJKz7ijG6q2EcRp6y4yl40ceg"", ""formatted_address"": ""Churchill Theatre, High St, Bromley BR1 1HA, UK""}"
2018-09-30 08:30:00,2018-09-30 11:00:00,0,sport,Beat Box Hill 5K,,Box Hill,Dorking,United Kingdom,51.249174,-0.313207,,,Europe/London,"{""place_id"": ""ChIJNxRtPaXmdUgRyCLc0WsV_VQ"", ""formatted_address"": ""National Trust - Box Hill, The Old Fort Box Hill Road, Zig Zag Rd, Tadworth KT20 7LB, UK""}"
2018-11-25 00:00:00,2018-11-25 00:00:00,1,sport,Beddington Park 10K,,Beddington Park,Wallington,United Kingdom,51.373968,-0.142912,,,Europe/London,"{""place_id"": ""ChIJM5mH9hIHdkgR8pA3AtBVFPw"", ""formatted_address"": ""Beddington Park, Church Rd, Wallington SM6 7NN, UK""}"
2019-02-02 00:00:00,2019-02-02 00:00:00,1,sport,Queen Elizabeth Olympic Park 10K,,Queen Elizabeth Olympic Park,London,United Kingdom,51.543961,-0.015212,,,Europe/London,"{""place_id"": ""ChIJkf4NDG8ddkgRXEINXuEbip8"", ""formatted_address"": ""Queen Elizabeth Olympic Park, London, UK""}"
2019-03-15 20:00:00,2019-03-15 22:00:00,0,comedy,No Such Thing As A Fish,No Such Thing As A Fish,Eventim Apollo,London,United Kingdom,51.490993,-0.224610,https://www.nosuchthingasafish.com/live,Went with dad.,Europe/London,"{""place_id"": ""ChIJc1Z5dbcPdkgRlKJ-iPJzK_Q"", ""formatted_address"": ""Eventim Apollo, 45 Queen Caroline St, London W6 9QH, UK""}"
2019-03-16 00:00:00,2019-03-16 00:00:00,1,exhibition,The Photography Show,,NEC,Birmingham,United Kingdom,52.451209,-1.721189,,,Europe/London,"{""place_id"": ""ChIJcXKE7BixcEgR39cGZznTCSc"", ""formatted_address"": ""NEC, Pendigo Way, Marston Green, Birmingham B40 1NT, UK""}"
2019-04-06 00:00:00,2019-04-07 00:00:00,1,exhibition,Ideal Home Show,,Olympia London,London,United Kingdom,51.496357,-0.210764,https://www.idealhomeshow.co.uk/,,Europe/London,"{""place_id"": ""ChIJ3bLAyY0PdkgRmS_wQBMJ-iY"", ""formatted_address"": ""Olympia London, Hammersmith Rd, London W14 8UX, UK""}"
2019-06-29 00:00:00,2019-06-30 00:00:00,1,sport,Run or Dye,,Penshurst Place,Penshurst,United Kingdom,51.172725,0.182436,,,Europe/London,"{""place_id"": ""ChIJJbIwy7Na30cRz0MYj4EiTqk"", ""formatted_address"": ""Penshurst Place, Penshurst, Tonbridge TN11, UK""}"
2019-07-04 18:00:00,2019-07-04 21:00:00,0,theatre,Harry Potter and the Cursed Child - Part One,,Palace Theatre,London,United Kingdom,51.513187,-0.129454,https://uk.harrypottertheplay.com/,,Europe/London,"{""place_id"": ""ChIJYxVJmtIEdkgRSFNK6hLhPvQ"", ""formatted_address"": ""Palace Theatre, 113 Shaftesbury Ave, London W1D 5AY, UK""}"
2019-07-11 00:00:00,2019-07-14 00:00:00,1,festival,Godstoneberry Beer Festival,,Flower Farm,Godstone,United Kingdom,51.251184,-0.058527,,,Europe/London,"{""place_id"": ""ChIJ-10fBC_5dUgRUSaGB6WqVC4"", ""formatted_address"": ""Flower Farm, Oxted Rd, Godstone RH9 8BP, UK""}"
2019-07-12 18:00:00,2019-07-12 21:00:00,0,theatre,Harry Potter and the Cursed Child - Part Two,,Palace Theatre,London,United Kingdom,51.513187,-0.129454,https://uk.harrypottertheplay.com/,,Europe/London,"{""place_id"": ""ChIJYxVJmtIEdkgRSFNK6hLhPvQ"", ""formatted_address"": ""Palace Theatre, 113 Shaftesbury Ave, London W1D 5AY, UK""}"
2019-12-26 19:00:00,2019-12-26 21:30:00,0,musical,Waitress,,Brooks Atkinson Theatre,New York,United States,40.759937,-73.986900,,,America/New_York,"{""seat"": ""N15"", ""place_id"": ""ChIJJfoZJVRYwokRRkqiNbYBY3I"", ""formatted_address"": ""Brooks Atkinson Theatre, 256 W 47th St, New York, NY 10036, USA""}"
2019-12-27 16:30:00,2019-12-27 18:00:00,0,other,Christmas Spectacular Starring the Radio City Rockettes,The Radio City Rockettes,Radio City Music Hall,New York City,United States,40.759976,-73.979977,,,America/New_York,"{""seat"": ""2nd Mezzanine J107"", ""place_id"": ""ChIJPS8b1vhYwokRldqq2YHmxJI"", ""formatted_address"": ""Radio City Music Hall, 1260 6th Ave, New York, NY 10020, USA""}"
2019-12-28 16:50:00,2019-12-28 18:00:00,0,other,The Gazillion Bubble Show,Fan Yang,New World Stages,New York City,United States,40.762797,-73.987647,,,America/New_York,"{""seat"": ""N17"", ""place_id"": ""ChIJX7H83VZYwokRBMCj_899qJU"", ""formatted_address"": ""New World Stages, 340 W 50th St, New York, NY 10019, USA""}"
2020-01-01 19:00:00,2020-01-01 21:30:00,0,magic,Derren Brown: Secret,Derren Brown,Cort Theatre,New York City,United States,40.759197,-73.983008,,,America/New_York,"{""place_id"": ""ChIJ6XYJ9lVYwokRXDk-QdrWCZQ"", ""formatted_address"": ""Cort Theatre, 138 W 48th St, New York, NY 10036, USA""}"
2020-01-17 19:30:00,2020-01-17 21:30:00,0,theatre,Sinbad The Salior Panto,Sanderstead Dramatic Club,All Saints Church Hall,Sanderstead,United Kingdom,51.336637,-0.075646,,Helped backstage.,Europe/London,"{""place_id"": ""ChIJoURKABr-dUgR00p5IeyBl6s"", ""formatted_address"": ""Onslow Gardens, South Croydon CR2 9AB, UK""}"
2020-01-31 20:00:00,2020-01-31 23:00:00,0,comedy,DINGSLAM: The Rematch,Dingbats Improv,Archway Studio Theatre,Horley,United Kingdom,51.173516,-0.172109,,,Europe/London,"{""place_id"": ""ChIJQ1lxNsbkdUgRfubttD1pgQw"", ""formatted_address"": ""Archway Studio Theatre, Horley, UK""}"
2020-03-10 00:00:00,2020-03-11 00:00:00,1,musical,Back to the Future: The Musical,,Opera House,Manchester,United Kingdom,53.478841,-2.251327,,,Europe/London,"{""place_id"": ""ChIJuZ0bS92xe0gRTAiWo-4lfPU"", ""formatted_address"": ""Opera House, 3 Quay St, Manchester M3 3HP, UK""}"
2021-10-22 19:00:00,2021-10-22 21:00:00,0,musical,Six the Musical,,Vaudeville Theatre,London,United Kingdom,51.510273,-0.122382,,,Europe/London,"{""seat"": ""E10"", ""place_id"": ""ChIJczPJ8csEdkgRedKpYe0M6Wc"", ""formatted_address"": ""Vaudeville Theatre, 404 Strand, London WC2R 0NH, UK""}"
2022-01-01 12:00:00,2022-01-01 19:00:00,0,festival,London's New Year's Day Parade,,Central London,London,United Kingdom,51.507426,-0.127181,,"Went with Marc, mum, dad and Nim.",Europe/London,"{""seat"": ""Front Row, Grand Stand"", ""place_id"": ""ChIJldu7N84EdkgRiy39aFVBIFE"", ""formatted_address"": ""Central London, London WC2N 5DU, UK""}"
2022-02-23 20:00:00,2022-02-23 21:00:00,0,other,Blue Man Group,Blue Man Group,Luxor Hotel & Casino,Las Vegas,United States,36.095510,-115.176067,,,America/Los_Angeles,"{""place_id"": ""ChIJR7RcPs7FyIAROAHQry50Wgs"", ""formatted_address"": ""Luxor Hotel & Casino, 3900 S Las Vegas Blvd, Las Vegas, NV 89119, USA""}"
2022-03-22 19:30:00,2022-03-22 22:00:00,0,musical,Dear Evan Hansen,,Noël Coward Theatre,London,United Kingdom,51.511145,-0.127226,,,Europe/London,"{""seat"": ""Stalls, M18"", ""place_id"": ""ChIJ85vnMskEdkgR884XxFXpoHc"", ""formatted_address"": ""No\u00ebl Coward Theatre, 85-88 St Martin's Ln, London WC2N 4AU, UK""}"
2022-04-07 17:25:00,2022-04-07 21:00:00,0,immersive,Secret Cinema Presents Bridgerton,Secret Cinema,Secret Cinema (Wembley Park),London,United Kingdom,51.558594,-0.279613,,Went with Nim and Marcus.,Europe/London,"{""place_id"": ""ChIJo_-C7dUTdkgRwrxfGoBwz3M"", ""formatted_address"": ""Secret Cinema (Wembley Park), Wembley Park, Wembley, UK""}"
2022-04-20 18:30:00,2022-04-20 21:00:00,0,musical,Back to the Future: The Musical,,Adelphi Theatre,London,United Kingdom,51.510122,-0.122762,,,Europe/London,"{""seat"": ""Dress Circle - Row E31"", ""place_id"": ""ChIJT1sd_MsEdkgRbRAA3JItLec"", ""formatted_address"": ""Adelphi Theatre, 409-412 Strand, London WC2R 0NS, UK""}"
2022-05-13 18:45:00,2022-05-13 21:00:00,0,theatre,Present Laughter,,Sanderstead United Reformed Church,South Croydon,United Kingdom,51.340455,-0.085216,,,Europe/London,"{""seat"": ""Seats A2"", ""place_id"": ""ChIJmwoyWQT-dUgRz1I7zRvCMF8"", ""formatted_address"": ""Sanderstead United Reformed Church, 3 Sanderstead Hill, South Croydon CR2 0HB, UK""}"
2022-06-02 00:00:00,2022-06-04 00:00:00,1,conference,WordCamp Europe 2022,,Super Bock Arena (Pavilhao Rosa Mota),Porto,Portugal,41.146886,-8.625898,https://europe.wordcamp.org/2022/,,Europe/Lisbon,"{""place_id"": ""ChIJMdTXNgVlJA0R_9IvbT93pEE"", ""formatted_address"": ""Super Bock Arena (Pavilhao Rosa Mota), Jardins do Pal\u00e1cio de Cristal, R. de D Manuel II Porta 03, 4050-346 Porto, Portugal""}"
2022-09-18 08:00:00,2022-09-18 16:00:00,0,convention,London Brick Festival,,"The Royal National Hotel, 38-51 Bedford Way, London, WC1H 0DG",London,United Kingdom,51.523741,-0.127539,,,Europe/London,"{""place_id"": ""ChIJ7_2_HgAbdkgRV6inyUmbjnE"", ""formatted_address"": ""38-51 Bedford Way, London WC1H 0DG, UK""}"
2023-01-13 19:30:00,2023-01-13 21:30:00,0,theatre,Hansel & Gretel Panto,Sanderstead Dramatic Club,All Saints Church Hall,Sanderstead,United Kingdom,51.336637,-0.075646,,Helped backstage.,Europe/London,"{""place_id"": ""ChIJoURKABr-dUgR00p5IeyBl6s"", ""formatted_address"": ""Onslow Gardens, South Croydon CR2 9AB, UK""}"
2023-01-15 19:30:00,2023-01-15 21:00:00,0,dance,Spirit of the Dance,Irish International Dance Company,New Wimbledon Theatre,London,United Kingdom,51.419216,-0.201481,,Went with Lyn.,Europe/London,"{""place_id"": ""ChIJEecYmLoIdkgRvKK6LWhb3dc"", ""formatted_address"": ""New Wimbledon Theatre, 93 The Broadway, London SW19 1QG, UK""}"
2023-04-19 19:30:00,2023-04-19 21:30:00,0,musical,The Book of Mormon,Sonia Friedman Productions,Prince of Wales Theatre,London,United Kingdom,51.510234,-0.132087,,Went with Jonathan.,Europe/London,"{""place_id"": ""ChIJV00rzdMEdkgR-DdcfCvtiYk"", ""formatted_address"": ""Prince of Wales Theatre, Coventry St, London W1D 6AS, UK""}"
2023-05-11 19:30:00,2023-05-11 21:30:00,0,musical,The Book of Mormon,Sonia Friedman Productions,Prince of Wales Theatre,London,United Kingdom,51.510234,-0.132087,,Went with Ellie.,Europe/London,"{""seat"": ""Stalls F31"", ""place_id"": ""ChIJV00rzdMEdkgR-DdcfCvtiYk"", ""formatted_address"": ""Prince of Wales Theatre, Coventry St, London W1D 6AS, UK""}"
2023-06-08 00:00:00,2023-06-10 00:00:00,1,conference,WordCamp Europe 2023,,Megaron Athens International Conference Centre,Athens,Greece,37.980752,23.754307,https://europe.wordcamp.org/2023/,,Europe/Athens,"{""place_id"": ""ChIJ8YHkqFG9oRQROCthVfNVQAE"", ""formatted_address"": ""Megaron Athens International Conference Centre, Leoforos Vasilissis Sofias and, Kokkali 1, Athina 115 21, Greece""}"
2023-06-14 17:00:00,2023-06-14 17:30:00,0,magic,Penn & Teller,Penn & Teller,Eventim Apollo,London,United Kingdom,51.490993,-0.224610,,Went with dad.,Europe/London,"{""place_id"": ""ChIJc1Z5dbcPdkgRlKJ-iPJzK_Q"", ""formatted_address"": ""Eventim Apollo, 45 Queen Caroline St, London W6 9QH, UK""}"
2023-09-22 19:00:00,2023-09-22 22:00:00,0,comedy,Dingbats Improv Jam - September,Dingbats Improv,Archway Studio Theatre,Horley,United Kingdom,51.173516,-0.172109,,Went with dad.,Europe/London,"{""place_id"": ""ChIJQ1lxNsbkdUgRfubttD1pgQw"", ""formatted_address"": ""Archway Studio Theatre, Horley, UK""}"
2024-01-01 11:30:00,2024-01-01 14:00:00,0,festival,London's New Year's Day Parade,,Piccadilly Grandstand,London,United Kingdom,51.506712,-0.142832,,"Went with Marc, Leo and Niki.",Europe/London,"{""seat"": ""Picadilly Grandstands 9 - Block 3 A4"", ""place_id"": ""ChIJudTwTigFdkgRPZ40tXuLj9Q"", ""formatted_address"": ""Piccadilly Grandstand, Piccadilly, London, UK""}"
2024-01-13 18:00:00,2024-01-13 21:00:00,0,theatre,Dick Whittington Panto,Sanderstead Dramatic Club,All Saints Church Hall,Sanderstead,United Kingdom,51.336637,-0.075646,,Helped backstage.,Europe/London,"{""place_id"": ""ChIJoURKABr-dUgR00p5IeyBl6s"", ""formatted_address"": ""Onslow Gardens, South Croydon CR2 9AB, UK""}"
2024-02-04 19:30:00,2024-02-04 21:30:00,0,magic,James Phelan: The Greatest Magician,James Phelan,New Wimbledon Theatre,London,United Kingdom,51.419216,-0.201481,,Went with dad.,Europe/London,"{""place_id"": ""ChIJEecYmLoIdkgRvKK6LWhb3dc"", ""formatted_address"": ""New Wimbledon Theatre, 93 The Broadway, London SW19 1QG, UK""}"
2024-02-14 13:20:00,2024-02-14 15:20:00,0,immersive,Jeff Wayne's The War of The Worlds: The Immersive Experience,Layered Reality,Jeff Wayne's The War of The Worlds Immersive Experience,London,United Kingdom,51.512961,-0.079109,,Went with dad and Paul.,Europe/London,"{""place_id"": ""ChIJW4IlshQDdkgR7CWekBzGqJI"", ""formatted_address"": ""Jeff Wayne's The War of The Worlds Immersive Experience, 56 Leadenhall St, London EC3A 2BJ, UK""}"
2024-03-18 19:30:00,2024-03-18 21:30:00,0,musical,Hamilton,,Victoria Palace Theatre,London,United Kingdom,51.496657,-0.142580,,,Europe/London,"{""place_id"": ""ChIJ65529SAFdkgRjkzCohZzev4"", ""formatted_address"": ""Victoria Palace Theatre, 126 Victoria St, London SW1E 5EA, UK""}"
2024-04-10 18:30:00,2024-04-10 21:30:00,0,comedy,John Finnemore's Souvenir Programme - Try-Outs,John Finnemore,Cecil Sharp House,London,United Kingdom,51.538155,-0.149307,,Went with dad.,Europe/London,"{""place_id"": ""ChIJIQJWBOcadkgR1xUWhalSaME"", ""formatted_address"": ""Cecil Sharp House, 2 Regent's Park Rd, London NW1 7AY, UK""}"
2024-06-13 00:00:00,2024-06-15 00:00:00,1,conference,WordCamp Europe 2024,,Lingotto Fiere,Turin,Italy,45.030065,7.665563,https://europe.wordcamp.org/2024/,,Europe/Rome,"{""place_id"": ""ChIJv8AHSMcSiEcR62ZIxW38InQ"", ""formatted_address"": ""Lingotto Fiere, Via Nizza, 294, 10126 Torino TO, Italy""}"
2024-07-05 00:00:00,2024-07-06 00:00:00,1,festival,Oxted Beer Festival,,"Master Park, Church Lane",Oxted,United Kingdom,51.257314,-0.008846,,Went with Sarah and mum.,Europe/London,"{""place_id"": ""ChIJBevIYq74dUgR6RRIokt3deQ"", ""formatted_address"": ""Master Park & The Park Hub, Church Ln, Oxted RH8 9LD, UK""}"
2024-07-18 19:30:00,2024-07-18 22:00:00,0,musical,Starlight Express,,Troubadour Wembley Park Theatre,London,United Kingdom,51.560871,-0.281283,https://ticketing.kxtickets.com/tickets/bundle/d7be58ba-3b9f-43d4-bf7e-0501de6cf9b0/event/828068,,Europe/London,"{""place_id"": ""ChIJt1tI0ZcRdkgRY71kqlLf7Vs"", ""formatted_address"": ""Troubadour Wembley Park Theatre, 3 Fulton Rd, Wembley Park, Wembley HA9 0SP, UK""}"
2024-10-09 19:30:00,2024-10-09 21:10:00,0,musical,Come From Away,,New Wimbledon Theatre,London,United Kingdom,51.419216,-0.201481,,,Europe/London,"{""place_id"": ""ChIJEecYmLoIdkgRvKK6LWhb3dc"", ""formatted_address"": ""New Wimbledon Theatre, 93 The Broadway, London SW19 1QG, UK""}"
2024-10-28 19:30:00,2024-10-28 20:30:00,0,comedy,Max Fosh: Loophole,Max Fosh,Eventim Apollo,London,United Kingdom,51.490993,-0.224610,,,Europe/London,"{""place_id"": ""ChIJc1Z5dbcPdkgRlKJ-iPJzK_Q"", ""formatted_address"": ""Eventim Apollo, 45 Queen Caroline St, London W6 9QH, UK""}"
2024-12-29 15:00:00,2024-12-29 17:00:00,0,sport,Birmingham City vs Blackpool,,St Andrew's,Birmingham,United Kingdom,52.407872,-1.988452,,,Europe/London,"{""place_id"": ""ChIJvX74WY2VcEgRbMUCZlof9Ns"", ""formatted_address"": ""St Andrew's, St Andrews Dr, Birmingham B31, UK""}"
2024-12-31 11:30:00,2024-12-31 14:00:00,0,exhibition,Formula 1 Exhibition,,ExCeL London,London,United Kingdom,51.508177,0.029406,,Went with dad.,Europe/London,"{""place_id"": ""ChIJDeUJ5gyo2EcRx67XBfflDQo"", ""formatted_address"": ""ExCeL London, Royal Victoria Dock, 1 Western Gateway, London E16 1XL, UK""}"
2025-01-01 19:30:00,2025-01-01 22:20:00,0,musical,Guys & Dolls,,Bridge Theatre,London,United Kingdom,51.504133,-0.077380,https://www.todaytix.com/checkout/order-confirmation?orderId=15040981&showId=27637,Went with dad.,Europe/London,"{""place_id"": ""ChIJR5te7UUDdkgR-ejJumKFMac"", ""formatted_address"": ""Bridge Theatre, 3 Potters Flds Pk, London SE1 2SG, UK""}"
2025-01-18 18:00:00,2025-01-18 20:00:00,0,theatre,Robin Hood Panto,Sanderstead Dramatic Club,All Saints Church Hall,Sanderstead,United Kingdom,51.336637,-0.075646,,Helped backstage.,Europe/London,"{""place_id"": ""ChIJoURKABr-dUgR00p5IeyBl6s"", ""formatted_address"": ""Onslow Gardens, South Croydon CR2 9AB, UK""}"
2025-02-22 19:30:00,2025-02-22 22:00:00,0,circus,Cirque du Soleil: Corteo,Cirque du Soleil,Royal Albert Hall,London,United Kingdom,51.500909,-0.177366,,Christmas present from mum. Went with mum and dad.,Europe/London,"{""seat"": ""Stalls, M, Row 3, 124"", ""place_id"": ""ChIJ0XqGIVsFdkgR2S_aNe6c_l4"", ""formatted_address"": ""Royal Albert Hall, Kensington Gore, South Kensington, London SW7 2AP, UK""}"
2025-03-05 16:30:00,2025-03-05 22:00:00,0,musical,Oliver!,,Gielgud Theatre,London,United Kingdom,51.511789,-0.132825,,"My treat. Went with mum, Paul and Cat.",Europe/London,"{""place_id"": ""ChIJKxUhU9IEdkgRPRBMg6NaPUM"", ""formatted_address"": ""Gielgud Theatre, Shaftesbury Ave, London W1D 6AR, UK""}"
2025-03-20 19:30:00,2025-03-20 22:15:00,0,musical,Hamilton,,Victoria Palace Theatre,London,United Kingdom,51.496657,-0.142580,,Went with dad.,Europe/London,"{""seat"": ""Stalls H14"", ""place_id"": ""ChIJ65529SAFdkgRjkzCohZzev4"", ""formatted_address"": ""Victoria Palace Theatre, 126 Victoria St, London SW1E 5EA, UK""}"
2025-04-11 18:30:00,2025-04-11 20:30:00,0,theatre,Ladies Day,ATG,Warlingham Church Hall,Warlingham,United Kingdom,51.309843,-0.055472,,Watched dad perform.,Europe/London,"{""place_id"": ""ChIJCXSoLlf-dUgRlD-3MzbyUr0"", ""formatted_address"": ""Warlingham Church Hall, 399 Limpsfield Rd, Warlingham CR6 9HA, UK""}"
2025-05-09 17:00:00,2025-05-09 19:00:00,0,immersive,Phantom Peak,Phantom Peak,Phantom Peak,London,United Kingdom,51.497371,-0.045539,https://www.phantompeak.com/,,Europe/London,"{""place_id"": ""ChIJxas_kTcDdkgRiP-kc6HsYFU"", ""formatted_address"": ""Phantom Peak, Surrey Quays Rd, London SE16 7PJ, UK""}"
